Community,Humidity,LGA,Latitude,Longitude,Month,NDVI,PopulationDensity,Rainfall,Temperature,Year,Month_Num,prevalence
Ajangbadi,77.99710502927145,Ojo,6.4756,3.2305,2021-02,0.3825,2386.742431640625,25.22527384757996,28.06078534353356,2021,2,25.580566162945004
Ilogbo,77.99710502927145,Ojo,6.4603,3.2108,2021-02,0.36755,8872.575195,25.22527384757996,28.06078534353356,2021,2,24.949996297336007
Shibiri,77.99710502927145,Ojo,6.4801,3.2254,2021-02,0.41185,2386.742431640625,25.22527384757996,28.06078534353356,2021,2,23.123210828015708
Isolo,77.08949202328728,Oshodi-Isolo,6.5333,3.3167,2021-02,0.0964,22774.2832,21.64460515975952,28.22998351596658,2021,2,23.475494285953225
Ejigbo,75.94995443,Oshodi-Isolo,6.5502,3.3101,2021-02,0.1139,13347.73047,23.770613193511963,28.196094472067728,2021,2,24.32526872812519
Okota,77.08949202328728,Oshodi-Isolo,6.5203,3.3205,2021-02,0.1958,24174.91211,21.64460515975952,28.22998351596658,2021,2,25.30991992779854
Mafoluku,77.08949202328728,Oshodi-Isolo,6.5401,3.3308,2021-02,0.12225,40985.85938,21.64460515975952,28.22998351596658,2021,2,24.867979087182032
Ajao Estate,77.08949202328728,Oshodi-Isolo,6.5305,3.3003,2021-02,0.16815,20912.54492,22.650246620178223,28.22998351596658,2021,2,29.988373277889572
Bariga,76.92972392657833,Shomolu,6.5333,3.3833,2021-02,0.1189,30146.36328,23.18651056289673,28.35768650145764,2021,2,24.879872948597296
Gbagada,76.92972392657833,Shomolu,6.5202,3.3901,2021-02,0.1511,17687.57617,23.18651056289673,28.35768650145764,2021,2,26.71633256
Abule Ijesha,76.92972392657833,Shomolu,6.5403,3.3705,2021-02,0.10555,37081.16797,23.18651056289673,28.35768650145764,2021,2,24.695797460310946
Pedro,76.92972392657833,Shomolu,6.5101,3.3808,2021-02,0.1038,23206.38086,23.18651056289673,28.35768650145764,2021,2,24.444382248606974
Onipanu,76.92972392657833,Shomolu,6.5305,3.3603,2021-02,0.1172,27363.66016,23.18651056289673,28.35768650145764,2021,2,23.993713193263783
Aguda,77.08949202328728,Surulere,6.5,3.35,2021-02,0.12965,24683.78125,21.64460515975952,28.22998351596658,2021,2,24.276823753903155
Ijesha,77.08949202328728,Surulere,6.5102,3.3401,2021-02,0.094,26774.75977,21.64460515975952,28.22998351596658,2021,2,23.280012797963845
Coker,76.92972392657833,Surulere,6.4903,3.3605,2021-02,0.1776,23246.90234,25.48698068,28.35768650145764,2021,2,23.663148244897556
Itire-Ikate,77.08949202328728,Surulere,6.5201,3.3308,2021-02,0.12625,21109.36523,21.64460515975952,28.22998351596658,2021,2,22.44409978
Obele,76.92972392657833,Surulere,6.5005,3.3703,2021-02,0.22045,19471.44141,23.18651056289673,28.35768650145764,2021,2,23.74396850272658
Orile Agege,82.14662031729047,Agege,6.6225,3.3105,2021-03,0.10625,27114.00586,50.55108284950256,27.783874540431555,2021,3,26.356630322987257
Dopemu,82.14662031729047,Agege,6.6167,3.3142,2021-03,0.1029,27114.00586,50.55108284950256,27.783874540431555,2021,3,22.17470656
Onipetesi,82.14662031729047,Agege,6.6278,3.3068,2021-03,0.11125,44994.89063,50.55108284950256,27.783874540431555,2021,3,19.550889396244123
Isale Odo,82.14662031729047,Agege,6.6189,3.3201,2021-03,0.10075,31679.82422,50.55108284950256,27.783874540431555,2021,3,22.480338580834044
Mangoro,82.14662031729047,Agege,6.6302,3.3165,2021-03,0.10745,44820.63281,50.55108284950256,27.783874540431555,2021,3,18.392697340080176
Ajegunle,81.05598877108115,Ajeromi-Ifelodun,6.4531,3.3398,2021-03,0.1569,52191.71094,52.34857940673828,27.971130399806555,2021,3,20.790384919723955
Amukoko,83.62097496220595,Ajeromi-Ifelodun,6.4467,3.3332,2021-03,0.1256,11885.57422,55.78940844535828,27.283807373046898,2021,3,21.47063725685509
Ijora,81.05598877108115,Ajeromi-Ifelodun,6.4603,3.3465,2021-03,0.12935,43028.61719,52.34857940673828,27.971130399806555,2021,3,18
Alayabiagba,81.05598877108115,Ajeromi-Ifelodun,6.4505,3.3278,2021-03,0.18245,68957.99219,52.34857940673828,27.971130399806555,2021,3,18.63542730973799
Tolu,81.05598877108115,Ajeromi-Ifelodun,6.4558,3.3421,2021-03,0.1162,37231.81641,52.34857940673828,27.971130399806555,2021,3,24.806273332927432
Ipaja,82.14662031729047,Alimosho,6.6167,3.2583,2021-03,0.34975,12306.83789,54.93340182304382,27.783874540431555,2021,3,23.529058251476485
Egbeda,82.14662031729047,Alimosho,6.6056,3.2654,2021-03,0.10915,18111.0625,54.93340182304382,27.783874540431555,2021,3,23.08336955985407
Idimu,82.14662031729047,Alimosho,6.6278,3.2701,2021-03,0.16225,15481.80957,54.93340182304382,27.783874540431555,2021,3,26.182329240182963
Akowonjo,82.14662031729047,Alimosho,6.6112,3.2527,2021-03,0.17525,16352.66016,54.93340182304382,27.783874540431555,2021,3,24.08170890740221
Abule Egba,81.85463927088873,Alimosho,6.6223,3.2478,2021-03,0.1637,7288.07666,53.59451651573181,27.709099254813225,2021,3,28.499016447359942
Festac Town,81.05598877108115,Amuwo-Odofin,6.4667,3.2833,2021-03,0.1847,6223.310059,52.90764045715332,27.971130399806555,2021,3,26.13530704
Satellite Town,81.05598877108115,Amuwo-Odofin,6.4503,3.2665,2021-03,0.2351,6147.958008,52.90764045715332,27.971130399806555,2021,3,23.241487021021808
Kirikiri,81.05598877108115,Amuwo-Odofin,6.4601,3.3002,2021-03,0.2409,9774.135742,52.90764045715332,27.971130399806555,2021,3,25.45403817412797
Ijegun,81.05598877108115,Amuwo-Odofin,6.4725,3.2754,2021-03,0.16095,6560.378906,52.90764045715332,27.971130399806555,2021,3,26.10389392062649
Agboju,81.05598877108115,Amuwo-Odofin,6.4556,3.2908,2021-03,0.16225,5521.639648,52.90764045715332,27.971130399806555,2021,3,27.970245402959495
Apapa Wharf,81.73119205170167,Apapa,6.4389,3.3667,2021-03,0.1314,6621.325195,59.84873330593109,28.028023040935523,2021,3,22.750255747357016
Ijora Oloye,81.73119205170167,Apapa,6.4456,3.3554,2021-03,0.16185,10538.95508,59.84873330593109,28.028023040935523,2021,3,25.873648879338674
Olodi,81.73119205170167,Apapa,6.4321,3.3602,2021-03,0.1027,2067.273926,59.84873330593109,28.028023040935523,2021,3,24.602432381702997
Tincan Island,83.62097496220595,Apapa,6.4278,3.3501,2021-03,0.186025,1358.343505859375,55.78940844535828,27.283807373046898,2021,3,26.015519485117462
Sari Iganmu,81.73119205170167,Apapa,6.4403,3.3705,2021-03,0.0594,6621.325195,59.84873330593109,28.028023040935523,2021,3,22.34248007873394
Badagry Town,80.83685483447715,Badagry,6.4167,2.8833,2021-03,0.2914,1841.502441,72.08165621757507,28.040069936936845,2021,3,24.78710030022293
Topo,80.83685483447715,Badagry,6.4002,2.8701,2021-03,0.3975,581.0872192382812,126.1106457710266,28.040069936936845,2021,3,25.153464842148633
Ajido,80.83685483447715,Badagry,6.4256,2.8954,2021-03,0.3996,1825.1571044921875,72.08165621757507,28.040069936936845,2021,3,24.47630921919657
Iworo,80.83685483447715,Badagry,6.4103,2.8608,2021-03,0.5843,781.3859863,72.08165621757507,28.040069936936845,2021,3,27.065069397295215
Seme,80.83685483447715,Badagry,6.4301,2.9056,2021-03,0.47535,1364.1773681640625,67.20237565040588,28.040069936936845,2021,3,25.71275362530274
Epe Town,83.51626293317838,Epe,6.5833,3.9833,2021-03,0.1132,2684.831543,63.58698034286499,27.721597679712545,2021,3,21.21500935693361
Ejinrin,83.51626293317838,Epe,6.5701,3.9702,2021-03,0.5617,183.76519775390625,63.58698034286499,27.721597679712545,2021,3,26.29040349544256
Ise,83.51626293317838,Epe,6.5954,3.9956,2021-03,0.3082,1798.640137,63.58698034286499,27.721597679712545,2021,3,27.756664794938164
Odomola,83.51626293317838,Epe,6.5608,3.9603,2021-03,0.5118,326.5197754,63.58698034286499,27.721597679712545,2021,3,26.405006808938932
Agbowa,83.51626293317838,Epe,6.5756,3.9754,2021-03,0.1268,1856.0240478515625,63.58698034286499,27.721597679712545,2021,3,20.956523345314643
Victoria Island,81.73119205170167,Eti-Osa,6.4286,3.4186,2021-03,0.11775,6075.92627,58.926389932632446,28.028023040935523,2021,3,23.86404949610096
Lekki Phase 1,83.62097496220595,Eti-Osa,6.4167,3.4667,2021-03,0.186025,2812.932617,56.82343399524689,27.283807373046898,2021,3,26.832069205625235
Ikoyi,81.73119205170167,Eti-Osa,6.4444,3.4333,2021-03,0.1737,6226.674316,58.926389932632446,28.028023040935523,2021,3,25.10510998
Ajah,83.62097496220595,Eti-Osa,6.4003,3.4832,2021-03,0.186025,2198.556641,126.1106457710266,27.283807373046898,2021,3,26.284196668249553
Sangotedo,83.62097496220595,Eti-Osa,6.3901,3.5005,2021-03,0.186025,1732.330566,126.1106457710266,27.283807373046898,2021,3,26.67985639281608
Ibeju,83.18187958434785,Ibeju-Lekki,6.4667,3.6667,2021-03,0.29535,721.3165893554686,54.95783007144928,27.84239478572732,2021,3,23.482989668066402
Lekki Free Zone,83.18187958434785,Ibeju-Lekki,6.4502,3.6832,2021-03,0.4599,730.3173828,54.95783007144928,27.84239478572732,2021,3,24.178504366554456
Akodo,83.30874935426385,Ibeju-Lekki,6.4756,3.6501,2021-03,0.2827,1351.589844,52.36262751,27.831768105619688,2021,3,21.22477774231354
Orimedu,83.18187958434785,Ibeju-Lekki,6.4603,3.6705,2021-03,0.3658,873.1000366210938,54.95783007144928,27.84239478572732,2021,3,23.12811487
Eleko,83.30874935426385,Ibeju-Lekki,6.4801,3.6408,2021-03,0.3765,1107.6112060546875,52.36262751,27.831768105619688,2021,3,23.856296239801026
Ogba,82.14662031729047,Ifako-Ijaye,6.6333,3.3333,2021-03,0.14565,12061.75391,50.55108284950256,27.783874540431555,2021,3,24.433109437935922
Iju Ishaga,82.14662031729047,Ifako-Ijaye,6.6502,3.3201,2021-03,0.1531,28389.60547,50.55108284950256,27.783874540431555,2021,3,28.187077428142317
Ojodu,82.14662031729047,Ifako-Ijaye,6.6403,3.3405,2021-03,0.18205,11477.36816,50.55108284950256,27.783874540431555,2021,3,23.24039335843284
Alagbado,81.02163545786698,Ifako-Ijaye,6.6601,3.3108,2021-03,0.14315,29026.18164,52.894742250442505,27.775731269262167,2021,3,24.64036406362022
Ijaiye,82.14662031729047,Ifako-Ijaye,6.6205,3.3254,2021-03,0.1729,18660.7168,50.55108284950256,27.783874540431555,2021,3,26.069548879230037
Maryland,82.55341227053783,Ikeja,6.575,3.365,2021-03,0.15985,25513,50.36236000061035,27.843817626789075,2021,3,26.411104028925813
Oregun,82.55341227053783,Ikeja,6.5667,3.3702,2021-03,0.1846,29538.03516,50.36236000061035,27.843817626789075,2021,3,23.86852682458809
Alausa,82.14662031729047,Ikeja,6.5833,3.3501,2021-03,0.1951,29430.25586,46.82063364982605,27.783874540431555,2021,3,26.376554180189274
Ojota,82.55341227053783,Ikeja,6.5603,3.3805,2021-03,0.1646,25997.7793,50.36236000061035,27.843817626789075,2021,3,25.894892945877768
Onigbongbo,82.55341227053783,Ikeja,6.5901,3.3608,2021-03,0.1575,25328.87695,50.36236000061035,27.843817626789075,2021,3,24.249874224451954
Odogunyan,82.53192486042853,Ikorodu,6.6833,3.5167,2021-03,0.28415,3052.742188,48.133233070373535,27.71606645071381,2021,3,24.65648806579107
Igbogbo,82.53192486042853,Ikorodu,6.6702,3.5301,2021-03,0.26175,3572.070801,48.133233070373535,27.71606645071381,2021,3,24.375068456737782
Imota,83.40805809615328,Ikorodu,6.6603,3.5505,2021-03,0.53085,1285.665527,49.67813193798065,27.59148385242748,2021,3,23.790530831539893
Ijede,82.53192486042853,Ikorodu,6.6901,3.5408,2021-03,0.42915,1270.9117431640625,48.133233070373535,27.71606645071381,2021,3,24.24407473253328
Agura,82.53192486042853,Ikorodu,6.6756,3.5203,2021-03,0.33645,3621.723633,48.133233070373535,27.71606645071381,2021,3,23.735993249829523
Ketu,82.55341227053783,Kosofe,6.5833,3.3833,2021-03,0.1671,25533.94531,50.36236000061035,27.843817626789075,2021,3,25.494209340225883
Mile 12,82.55341227053783,Kosofe,6.5702,3.3901,2021-03,0.2569,16760.66211,50.36236000061035,27.843817626789075,2021,3,25.063530043117694
Ojodu Berger,82.55341227053783,Kosofe,6.5903,3.3705,2021-03,0.25555,22570.35742,50.36236000061035,27.843817626789075,2021,3,26.01216148470318
Magodo,82.55341227053783,Kosofe,6.6001,3.3608,2021-03,0.1444,28963.81055,50.80473136901856,27.843817626789075,2021,3,22.055099210403107
Alapere,82.55341227053783,Kosofe,6.5656,3.3954,2021-03,0.2146,17359.45313,50.36236000061035,27.843817626789075,2021,3,26.51810733
Idumota,82.17422828120368,Lagos Island,6.4556,3.4,2021-03,0.0561,15736.19824,51.96243023872376,27.962871621244744,2021,3,19.316845513896332
Ebute Elefun,82.17422828120368,Lagos Island,6.4503,3.4102,2021-03,0.16585,15303.74219,52.61313128471375,27.962871621244744,2021,3,24.398791102344585
Isale Eko,82.17422828120368,Lagos Island,6.4601,3.3954,2021-03,0.0658,10023.75195,51.96243023872376,27.962871621244744,2021,3,21.85725051990341
Obalende,81.73119205170167,Lagos Island,6.4456,3.4205,2021-03,0.2237,6374.598633,58.926389932632446,28.028023040935523,2021,3,23.647706955671882
Dolphin Estate,82.17422828120368,Lagos Island,6.4654,3.4056,2021-03,0.186025,3760.239013671875,52.61313128471375,27.962871621244744,2021,3,23.039394505994665
Yaba,82.17422828120368,Lagos Mainland,6.5167,3.3833,2021-03,0.28965,17687.57617,51.33789873123169,27.962871621244744,2021,3,23.11450957922086
Ebute Metta,82.17422828120368,Lagos Mainland,6.5002,3.3901,2021-03,0.12355,16753.43164,51.33789873123169,27.962871621244744,2021,3,20.87011358483238
Iwaya,82.17422828120368,Lagos Mainland,6.5103,3.3705,2021-03,0.12385,25421.75391,51.33789873123169,27.962871621244744,2021,3,21.376363480229692
Makoko,82.17422828120368,Lagos Mainland,6.4901,3.4008,2021-03,0.186025,7810.135742,52.61313128471375,27.962871621244744,2021,3,24.38202685591258
Otto,82.17422828120368,Lagos Mainland,6.5205,3.3603,2021-03,0.16575,27635.09375,51.33789873123169,27.962871621244744,2021,3,25.596831206645373
Idi Araba,81.05598877108115,Mushin,6.5333,3.3333,2021-03,0.08435,63879.60156,51.20978379249573,27.971130399806555,2021,3,18
Itire,81.05598877108115,Mushin,6.5202,3.3401,2021-03,0.1029,26604.125,51.20978379249573,27.971130399806555,2021,3,25.377445973981825
Ilupeju,81.05598877108115,Mushin,6.5403,3.3505,2021-03,0.07555,55856.90234,51.20978379249573,27.971130399806555,2021,3,18.738282872366597
Papa Ajao,81.05598877108115,Mushin,6.5301,3.3208,2021-03,0.1124,32508.74414,51.20978379249573,27.971130399806555,2021,3,25.34465072484534
Ladipo,81.05598877108115,Mushin,6.5105,3.3303,2021-03,0.08885,29023.78516,51.20978379249573,27.971130399806555,2021,3,25.111479552967857
Iba,81.40475525027415,Ojo,6.4667,3.2167,2021-03,0.33495,4076.252441,51.58590316772461,27.842153270270217,2021,3,23.634003477203517
Okokomaiko,81.40475525027415,Ojo,6.4502,3.2001,2021-03,0.17315,6108.10791,51.58590316772461,27.842153270270217,2021,3,25.400350699985776
Ajangbadi,81.40475525027415,Ojo,6.4756,3.2305,2021-03,0.4297,2386.742431640625,51.58590316772461,27.842153270270217,2021,3,25.443799505466767
Ilogbo,81.40475525027415,Ojo,6.4603,3.2108,2021-03,0.20655,8872.575195,51.58590316772461,27.842153270270217,2021,3,24.635169487263735
Shibiri,81.40475525027415,Ojo,6.4801,3.2254,2021-03,0.30995,2386.742431640625,51.58590316772461,27.842153270270217,2021,3,24.609154094868547
Isolo,81.05598877108115,Oshodi-Isolo,6.5333,3.3167,2021-03,0.17065,22774.2832,51.20978379249573,27.971130399806555,2021,3,26.15013519214793
Ejigbo,82.14662031729047,Oshodi-Isolo,6.5502,3.3101,2021-03,0.19035,13347.73047,46.82063364982605,27.783874540431555,2021,3,26.032549726692224
Okota,81.05598877108115,Oshodi-Isolo,6.5203,3.3205,2021-03,0.07385,24174.91211,51.20978379249573,27.971130399806555,2021,3,23.78955866153934
Mafoluku,81.05598877108115,Oshodi-Isolo,6.5401,3.3308,2021-03,0.11545,40985.85938,51.20978379249573,27.971130399806555,2021,3,24.90002878204602
Ajao Estate,81.05598877108115,Oshodi-Isolo,6.5305,3.3003,2021-03,0.24025,20912.54492,52.03781986236572,27.971130399806555,2021,3,24.378036950792225
Bariga,82.17422828120368,Shomolu,6.5333,3.3833,2021-03,0.10485,30146.36328,51.33789873123169,27.962871621244744,2021,3,22.77972962641789
Gbagada,82.17422828120368,Shomolu,6.5202,3.3901,2021-03,0.22065,17687.57617,51.33789873123169,27.962871621244744,2021,3,24.72282818124721
Abule Ijesha,82.17422828120368,Shomolu,6.5403,3.3705,2021-03,0.139,37081.16797,51.33789873123169,27.962871621244744,2021,3,23.25069437616462
Pedro,82.17422828120368,Shomolu,6.5101,3.3808,2021-03,0.13535,23206.38086,51.33789873123169,27.962871621244744,2021,3,23.18451448
Onipanu,82.17422828120368,Shomolu,6.5305,3.3603,2021-03,0.09715,27363.66016,51.33789873123169,27.962871621244744,2021,3,24.30288963679944
Aguda,81.05598877108115,Surulere,6.5,3.35,2021-03,0.1008,24683.78125,51.20978379249573,27.971130399806555,2021,3,23.538858375042647
Ijesha,81.05598877108115,Surulere,6.5102,3.3401,2021-03,0.059,26774.75977,51.20978379249573,27.971130399806555,2021,3,24.734790983796383
Coker,82.17422828120368,Surulere,6.4903,3.3605,2021-03,0.15115,23246.90234,51.96243023872376,27.962871621244744,2021,3,24.343892654952437
Itire-Ikate,81.05598877108115,Surulere,6.5201,3.3308,2021-03,0.0541,21109.36523,51.20978379249573,27.971130399806555,2021,3,23.253629682322345
Obele,82.17422828120368,Surulere,6.5005,3.3703,2021-03,0.17135,19471.44141,51.33789873123169,27.962871621244744,2021,3,24.68999819429116
Orile Agege,80.90177458,Agege,6.6225,3.3105,2021-04,0.12725,27114.00586,93.79458856582642,28.23669535319027,2021,4,25.104342904667398
Dopemu,80.90177458,Agege,6.6167,3.3142,2021-04,0.1116,27114.00586,93.79458856582642,28.23669535319027,2021,4,25.602503965111595
Onipetesi,80.90177458,Agege,6.6278,3.3068,2021-04,0.1465,44994.89063,93.79458856582642,28.23669535319027,2021,4,18.915239471401513
Isale Odo,80.90177458,Agege,6.6189,3.3201,2021-04,0.10715,31679.82422,93.79458856582642,28.23669535319027,2021,4,27.153676722817945
Mangoro,80.90177458,Agege,6.6302,3.3165,2021-04,0.1163,44820.63281,93.79458856582642,28.23669535319027,2021,4,18
Ajegunle,80.47867987,Ajeromi-Ifelodun,6.4531,3.3398,2021-04,0.1695,52191.71094,105.04409801959991,28.352797783745643,2021,4,18.445123891176173
Amukoko,83.62097496220595,Ajeromi-Ifelodun,6.4467,3.3332,2021-04,0.10835,11885.57422,99.21423781,27.283807373046898,2021,4,22.564468111259693
Ijora,80.47867987,Ajeromi-Ifelodun,6.4603,3.3465,2021-04,0.15375,43028.61719,105.04409801959991,28.352797783745643,2021,4,20.25992689991361
Alayabiagba,80.47867987,Ajeromi-Ifelodun,6.4505,3.3278,2021-04,0.17705,68957.99219,105.04409801959991,28.352797783745643,2021,4,19.974850836050113
Tolu,80.47867987,Ajeromi-Ifelodun,6.4558,3.3421,2021-04,0.13635,37231.81641,105.04409801959991,28.352797783745643,2021,4,24.755021093257035
Ipaja,80.90177458,Alimosho,6.6167,3.2583,2021-04,0.3982,12306.83789,77.94769990444183,28.23669535319027,2021,4,24.70750480050326
Egbeda,80.90177458,Alimosho,6.6056,3.2654,2021-04,0.1713,18111.0625,77.94769990444183,28.23669535319027,2021,4,25.50796329057325
Idimu,80.90177458,Alimosho,6.6278,3.2701,2021-04,0.198,15481.80957,77.94769990444183,28.23669535319027,2021,4,25.25547595502854
Akowonjo,80.90177458,Alimosho,6.6112,3.2527,2021-04,0.2111,16352.66016,77.94769990444183,28.23669535319027,2021,4,24.13866845977559
Abule Egba,81.36952573126666,Alimosho,6.6223,3.2478,2021-04,0.2555,7288.07666,86.05134677886963,28.067405531141446,2021,4,25.804078681943505
Festac Town,80.47867987,Amuwo-Odofin,6.4667,3.2833,2021-04,0.1855,6223.310059,105.43544626235962,28.352797783745643,2021,4,25.436618937839405
Satellite Town,80.47867987,Amuwo-Odofin,6.4503,3.2665,2021-04,0.23005,6147.958008,105.43544626235962,28.352797783745643,2021,4,24.386075390275952
Kirikiri,80.47867987,Amuwo-Odofin,6.4601,3.3002,2021-04,0.2024,9774.135742,105.43544626235962,28.352797783745643,2021,4,25.210076359181038
Ijegun,80.47867987,Amuwo-Odofin,6.4725,3.2754,2021-04,0.1713,6560.378906,105.43544626235962,28.352797783745643,2021,4,27.309779809070932
Agboju,80.47867987,Amuwo-Odofin,6.4556,3.2908,2021-04,0.12445,5521.639648,105.43544626235962,28.352797783745643,2021,4,24.18436798518935
Apapa Wharf,80.39883737616339,Apapa,6.4389,3.3667,2021-04,0.13005,6621.325195,109.0852415561676,28.514557223849863,2021,4,23.228808859549034
Ijora Oloye,80.39883737616339,Apapa,6.4456,3.3554,2021-04,0.30135,10538.95508,109.0852415561676,28.514557223849863,2021,4,25.05432674740342
